date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:15	166/166	---M--	200	added ('OK')	text/css	etag:%22a6-6a52cc66-4647557216e793af;;;%22	https://how-2.codes/wp-content/themes/blogus/inc/ansar/global/preloader/preloader.css?ver=1.0	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/inc/ansar/global/preloader/preloader5152.css	(from https://how-2.codes/)
19:55:15	75428/75428	---M-Z	200	added ('OK')	text/css	etag:%22126a4-6a52cc66-1703561160d98997;gz%22	https://how-2.codes/wp-content/themes/blogus/style.css?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/stylef0a0.css	(from https://how-2.codes/)
19:55:16	7254/7254	---M-Z	200	added ('OK')	text/css	etag:%221c56-69aa3b2e-e6a46324f21155fe;gz%22	https://how-2.codes/wp-content/themes/blogai/style.css?ver=1.0	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogai/style5152.css	(from https://how-2.codes/)
19:55:16	28417/28417	---M-Z	200	added ('OK')	text/css	etag:%226f01-69aa3b2e-581a56c9b489313;gz%22	https://how-2.codes/wp-content/themes/blogai/css/colors/default.css?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogai/css/colors/defaultf0a0.css	(from https://how-2.codes/)
19:55:16	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-69aa3075-c41d963fdfbbab78;gz%22	https://how-2.codes/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-includes/js/jquery/jquery.minf43b.js	(from https://how-2.codes/)
19:55:16	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-69aa3075-29eb7608eb4ab694;gz%22	https://how-2.codes/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://how-2.codes/)
19:55:16	2360/2360	---M-Z	200	added ('OK')	application/x-javascript	etag:%22938-6a52cc66-ec7904b2cfe526dd;gz%22	https://how-2.codes/wp-content/themes/blogus/js/navigation.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/navigationf0a0.js	(from https://how-2.codes/)
19:55:17	153248/153248	---M-Z	200	added ('OK')	application/x-javascript	etag:%22256a0-6a52cc66-bf5d53466b314084;gz%22	https://how-2.codes/wp-content/themes/blogus/js/bootstrap.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/bootstrapf0a0.js	(from https://how-2.codes/)
19:55:17	320846/320846	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e54e-6a52cc66-10ac4e3ad3eaf209;gz%22	https://how-2.codes/wp-content/themes/blogus/js/swiper-bundle.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/swiper-bundlef0a0.js	(from https://how-2.codes/)
19:55:18	706/706	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c2-6a52cc66-52ad4e8a2deec1ca;gz%22	https://how-2.codes/wp-content/themes/blogus/js/main.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/mainf0a0.js	(from https://how-2.codes/)
19:55:18	5727/5727	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165f-6a52cc66-d4405462e7a86fd6;gz%22	https://how-2.codes/wp-content/themes/blogus/js/sticksy.min.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/sticksy.minf0a0.js	(from https://how-2.codes/)
19:55:18	46951/46951	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b767-6a52cc66-175467d8189b43f5;gz%22	https://how-2.codes/wp-content/themes/blogus/js/jquery.smartmenus.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/jquery.smartmenusf0a0.js	(from https://how-2.codes/)
19:55:18	6116/6116	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217e4-6a52cc66-1cc3152166d5501a;gz%22	https://how-2.codes/wp-content/themes/blogus/js/jquery.smartmenus.bootstrap.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/jquery.smartmenus.bootstrapf0a0.js	(from https://how-2.codes/)
19:55:19	1301/1301	---M-Z	200	added ('OK')	application/x-javascript	etag:%22515-6a52cc66-47d783f0939a26ac;gz%22	https://how-2.codes/wp-content/themes/blogus/js/jquery.cookie.min.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/jquery.cookie.minf0a0.js	(from https://how-2.codes/)
19:55:19	362/362	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216a-69aa3b2e-496565ca0ba20b59;gz%22	https://how-2.codes/wp-content/themes/blogai/js/custom-time.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogai/js/custom-timef0a0.js	(from https://how-2.codes/)
19:55:19	2399/2399	---M-Z	200	added ('OK')	application/json	date:Sun,%2012%20Jul%202026%2000:55:19%20GMT	https://how-2.codes/wp-json/wp/v2/pages/28	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-json/wp/v2/pages/28.json	(from https://how-2.codes/)
19:55:19	780/780	---M-Z	200	added ('OK')	text/xml	date:Sun,%2012%20Jul%202026%2000:55:19%20GMT	https://how-2.codes/xmlrpc.php?rsd	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/xmlrpc0db0.php	(from https://how-2.codes/)
19:55:20	4782/4782	---M--	200	added ('OK')	image/gif	etag:%2212ae-69d8d13c-4f3e40f3b9dbcdf3;;;%22	https://how-2.codes/wp-content/uploads/2026/04/pGL3279G8ozXkR2aNI-1-150x150.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/pGL3279G8ozXkR2aNI-1-150x150.gif	(from https://how-2.codes/)
19:55:20	202239/202239	---MCZ	200	added ('OK')	application/json	etag:%229321-1783813279;gz%22	https://how-2.codes/wp-json/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-json/index.html	(from https://how-2.codes/)
19:55:20	198167/198167	---M--	200	added ('OK')	image/gif	etag:%2230617-69d8d13c-a4ad03025f422a8f;;;%22	https://how-2.codes/wp-content/uploads/2026/04/pGL3279G8ozXkR2aNI-1.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/pGL3279G8ozXkR2aNI-1.gif	(from https://how-2.codes/)
19:55:20	13189/13189	---M--	200	added ('OK')	image/jpeg	etag:%223385-69aa3bb2-ed350e192debbacc;;;%22	https://how-2.codes/wp-content/uploads/2026/03/IMG_20230204_024934_852.jpg	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/03/IMG_20230204_024934_852.jpg	(from https://how-2.codes/)
19:55:20	77328/77328	---M-Z	200	added ('OK')	text/html	etag:%229324-1783813279;gz%22	https://how-2.codes/make-life-easier/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/make-life-easier/index.html	(from https://how-2.codes/)
19:55:20	321/321	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%201984%2008:00:00%20GMT	https://secure.gravatar.com/avatar/4b18c6d8a51edeea08be357770a570d5f37df86e912b4491009b98cca0c3492e?s=150&d=color&r=g	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/secure.gravatar.com/avatar/4b18c6d8a51edeea08be357770a570d5f37df86e912b4491009b98cca0c3492e507e.png	(from https://how-2.codes/)
19:55:21	69236/69236	---M-Z	200	added ('OK')	text/html	etag:%229323-1783813279;gz%22	https://how-2.codes/about/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/about/index.html	(from https://how-2.codes/)
19:55:21	1096439/1096439	---M--	200	added ('OK')	image/gif	etag:%2210baf7-69d8d3f1-437aeff2887c576f;;;%22	https://how-2.codes/wp-content/uploads/2026/04/xT1XGZndeDLlWvSDaU.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/xT1XGZndeDLlWvSDaU.gif	(from https://how-2.codes/)
19:55:21	64587/64587	---M-Z	200	added ('OK')	text/html	etag:%229322-1783813279;gz%22	https://how-2.codes/privacy-policy/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/privacy-policy/index.html	(from https://how-2.codes/)
19:55:21	17291/17291	---M--	200	added ('OK')	image/gif	etag:%22438b-69d8d452-ba604e4bc3acb0ed;;;%22	https://how-2.codes/wp-content/uploads/2026/04/fr505UtsNsVmsQr6Nx.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/fr505UtsNsVmsQr6Nx.gif	(from https://how-2.codes/)
19:55:22	392/392	---M-Z	200	added ('OK')	application/x-javascript	etag:%22188-6a52cc66-7512a4f6e1918311;gz%22	https://how-2.codes/wp-content/themes/blogus/inc/ansar/global/preloader/preloader.js?ver=1.0	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/inc/ansar/global/preloader/preloader5152.js	(from https://how-2.codes/)
19:55:22	62274/62274	---MCZ	200	added ('OK')	text/html	etag:%229326-1783813279;gz%22	https://how-2.codes/new-split-tabs-in-firefox-how-easy-it-is/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/new-split-tabs-in-firefox-how-easy-it-is/index.html	(from https://how-2.codes/)
19:55:22	9091/9091	---M-Z	200	added ('OK')	application/x-javascript	etag:%222383-69aa3b2e-b0cb2b6c7906ef49;gz%22	https://how-2.codes/wp-content/themes/blogai/js/jquery.marquee.min.js?ver=1.0	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogai/js/jquery.marquee.min5152.js	(from https://how-2.codes/)
19:55:23	76729/76729	---MCZ	200	added ('OK')	text/html	etag:%229328-1783813279;gz%22	https://how-2.codes/how-to-disable-onedrive-completely/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/how-to-disable-onedrive-completely/index.html	(from https://how-2.codes/)
19:55:23	7013474/7013474	---M--	200	added ('OK')	image/gif	etag:%226b0462-69d8cfb2-727603809968536b;;;%22	https://how-2.codes/wp-content/uploads/2026/04/3o7btWGcoj9TyiCP16.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/3o7btWGcoj9TyiCP16.gif	(from https://how-2.codes/)
19:55:23	633/633	---M-Z	200	added ('OK')	application/x-javascript	etag:%22279-69aa3b2e-43445e94853345fb;gz%22	https://how-2.codes/wp-content/themes/blogai/js/custom.js?ver=1.0	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogai/js/custom5152.js	(from https://how-2.codes/)
19:55:23	66284/66284	---MCZ	200	added ('OK')	text/html	etag:%229325-1783813279;gz%22	https://how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/index.html	(from https://how-2.codes/)
19:55:23	2317/2317	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290d-6a52cc66-92a34815b7ee9cfb;gz%22	https://how-2.codes/wp-content/themes/blogus/js/custom.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/customf0a0.js	(from https://how-2.codes/)
19:55:23	68366/68366	---MCZ	200	added ('OK')	text/html	etag:%229327-1783813279;gz%22	https://how-2.codes/explain-turboquant-to-me/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/explain-turboquant-to-me/index.html	(from https://how-2.codes/)
19:55:23	78798/78798	---MCZ	200	added ('OK')	text/html	etag:%229330-1783813520;gz%22	https://how-2.codes/how-to-see-your-current-publishing-settings-4-blog-in-microsoft-word/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/how-to-see-your-current-publishing-settings-4-blog-in-microsoft-word/index.html	(from https://how-2.codes/)
19:55:24	64464/64464	---MCZ	200	added ('OK')	text/html	etag:%229331-1783813520;gz%22	https://how-2.codes/category/uncategorized/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/category/uncategorized/index.html	(from https://how-2.codes/)
19:55:24	1124/1124	---M-Z	200	added ('OK')	application/x-javascript	etag:%22464-6a52cc66-88e3050d93dfcf1f;gz%22	https://how-2.codes/wp-content/themes/blogus/js/dark.js?ver=7.0.1	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/themes/blogus/js/darkf0a0.js	(from https://how-2.codes/)
19:55:25	59290/59290	---MCZ	200	added ('OK')	text/html	etag:%22730-1783440934;gz%22	https://how-2.codes/2026/04/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/2026/04/index.html	(from https://how-2.codes/)
19:55:25	61907/61907	---MCZ	200	added ('OK')	text/html	etag:%229307-1783811523;gz%22	https://how-2.codes/2026/05/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/2026/05/index.html	(from https://how-2.codes/)
19:55:25	64477/64477	---MCZ	200	added ('OK')	text/html	etag:%229332-1783813520;gz%22	https://how-2.codes/author/7webgallerygmail-com/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/author/7webgallerygmail-com/index.html	(from https://how-2.codes/)
19:55:26	63169/63169	---MCZ	200	added ('OK')	text/html	etag:%229186-1783799497;gz%22	https://how-2.codes/2026/03/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/2026/03/index.html	(from https://how-2.codes/)
19:55:26	59709/59709	---MCZ	200	added ('OK')	text/html	etag:%229184-1783799483;gz%22	https://how-2.codes/category/kod/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/category/kod/index.html	(from https://how-2.codes/)
19:55:26	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://how-2.codes/)
19:55:26	2067/2067	---MCZ	200	added ('OK')	text/css	etag:W/%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
19:55:27	4170/4170	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jul%202026%2000:55:27%20GMT	https://gmpg.org/xfn/.	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
19:55:27	16269/16269	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jul%202026%2000:55:27%20GMT	https://gmpg.org/xfn/intro	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
19:55:28	7342/7342	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jul%202026%2000:55:27%20GMT	https://gmpg.org/xfn/faq	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
19:55:28	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2012%20Jul%202026%2000:55:27%20GMT	http://fonts.googleapis.com/robots.txt		(from https://how-2.codes/)
19:55:28	77346/77346	---M-Z	200	added ('OK')	text/html	etag:%229340-1783813521;gz%22	https://how-2.codes/make-life-easier/page/2/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/make-life-easier/page/2/index.html	(from https://how-2.codes/make-life-easier/)
19:55:28	76143/76143	---M-Z	200	added ('OK')	text/html	etag:%229341-1783813521;gz%22	https://how-2.codes/make-life-easier/page/4/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/make-life-easier/page/4/index.html	(from https://how-2.codes/make-life-easier/)
19:55:29	1995/1995	---M-Z	200	added ('OK')	application/json	date:Sun,%2012%20Jul%202026%2000:55:28%20GMT	https://how-2.codes/wp-json/wp/v2/pages/21	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-json/wp/v2/pages/21.json	(from https://how-2.codes/about/)
19:55:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202026%2000:55:29%20GMT	https://how-2.codes/?p=21	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/index3965.html	(from https://how-2.codes/about/)
19:55:29	1343294/1343294	---M--	200	added ('OK')	image/gif	etag:%22147f3e-69d8d180-4da834a79df49f7b;;;%22	https://how-2.codes/wp-content/uploads/2026/04/26tP0VNvecdqUPRu0.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/26tP0VNvecdqUPRu0.gif	(from https://how-2.codes/about/)
19:55:30	7104/7104	---M-Z	200	added ('OK')	application/json	date:Sun,%2012%20Jul%202026%2000:55:29%20GMT	https://how-2.codes/wp-json/wp/v2/pages/3	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-json/wp/v2/pages/3.json	(from https://how-2.codes/privacy-policy/)
19:55:30	715/715	---MCZ	200	added ('OK')	application/rss+xml	etag:%2276094c9af4aaaac6d03461768cc90e75%22	https://how-2.codes/privacy-policy/feed/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/privacy-policy/feed/index.html	(from https://how-2.codes/privacy-policy/)
19:55:30	3342365/3342365	---M--	200	added ('OK')	image/gif	etag:%2233001d-69d8ca81-ad74859fab3818fd;;;%22	https://how-2.codes/wp-content/uploads/2026/04/5b4G01qDFbRvOeV4f3.gif	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-content/uploads/2026/04/5b4G01qDFbRvOeV4f3.gif	(from https://how-2.codes/about/)
19:55:30	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2012%20Jul%202026%2000:55:30%20GMT	https://how-2.codes/xmlrpc.php	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/xmlrpc.php	(from https://how-2.codes/privacy-policy/)
19:55:30	857/857	---MCZ	200	added ('OK')	application/rss+xml	etag:%2276094c9af4aaaac6d03461768cc90e75%22	https://how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/feed/	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/feed/index.html	(from https://how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/)
19:55:31	7007/7007	---M-Z	200	added ('OK')	application/json	date:Sun,%2012%20Jul%202026%2000:55:30%20GMT	https://how-2.codes/wp-json/wp/v2/posts/183	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/wp-json/wp/v2/posts/183.json	(from https://how-2.codes/resetting-a-windows-10-11-pin-when-you-forgot-it-easily/)
19:55:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202026%2000:55:30%20GMT	https://how-2.codes/?p=3	C:/Users/TechnotesSRVR/Documents/GitHubSITES/how-2.codes/how2.codes/how2.codes/how-2.codes/index2207.html	(from https://how-2.codes/privacy-policy/)
